utc,lat,lon,sog_kn,cog_deg,quality,sats,hdop
2024-03-22T16:34:26Z,26.544903,-77.055703,0.28,44.9,0,0,99.0
2024-03-22T16:34:31Z,26.544815,-77.055655,0.17,135.8,1,4,2.6
2024-03-22T16:34:36Z,26.544818,-77.055653,0.17,135.2,1,4,2.6
2024-03-22T16:34:46Z,26.544792,-77.055628,0.18,140.4,1,4,2.6
2024-03-22T16:34:51Z,26.544787,-77.055633,0.18,59.3,1,4,2.6
2024-03-22T16:34:56Z,26.544780,-77.055637,0.21,155.8,1,4,2.6
2024-03-22T16:35:01Z,26.544775,-77.055635,0.23,143.3,1,4,2.6
2024-03-22T16:35:06Z,26.544775,-77.055637,0.13,134.6,1,4,2.6
2024-03-22T16:35:16Z,26.544795,-77.055652,0.20,157.7,1,4,2.5
2024-03-22T16:35:21Z,26.544807,-77.055652,0.14,132.5,1,4,2.5
2024-03-22T16:35:26Z,26.544820,-77.055648,0.16,136.0,1,4,2.5
2024-03-22T16:35:31Z,26.544808,-77.055650,0.26,160.6,1,4,2.5
2024-03-22T16:35:36Z,26.544788,-77.055660,0.22,153.4,1,4,2.5
2024-03-22T16:35:46Z,26.544788,-77.055680,0.28,180.8,1,4,2.5
2024-03-22T16:35:51Z,26.544803,-77.055680,0.64,44.0,1,4,2.5
2024-03-22T16:35:56Z,26.544785,-77.055680,0.42,182.2,1,4,2.5
2024-03-22T16:36:01Z,26.544828,-77.055675,2.18,21.9,1,3,5.1
2024-03-22T16:36:06Z,26.544843,-77.055667,0.19,32.9,1,3,5.1
2024-03-22T16:36:16Z,26.544857,-77.055702,0.18,51.0,1,4,2.5
2024-03-22T16:36:21Z,26.544857,-77.055727,0.40,187.6,1,4,2.5
2024-03-22T16:36:26Z,26.544882,-77.055720,0.36,24.6,1,4,2.5
2024-03-22T16:36:31Z,26.544887,-77.055718,0.22,46.7,1,4,2.5
2024-03-22T16:36:36Z,26.544903,-77.055708,0.34,37.7,1,4,2.5
2024-03-22T16:36:46Z,26.544913,-77.055703,0.17,109.4,1,4,2.5
2024-03-22T16:36:51Z,26.544915,-77.055698,0.17,133.6,1,4,2.5
2024-03-22T16:36:56Z,26.544912,-77.055693,0.21,146.6,1,4,2.5
2024-03-22T16:37:01Z,26.544900,-77.055697,0.22,147.6,1,4,2.4
2024-03-22T16:37:06Z,26.544890,-77.055697,0.26,148.9,1,4,2.4
2024-03-22T16:37:11Z,26.544885,-77.055697,0.18,135.3,1,4,2.4
2024-03-22T16:37:21Z,26.544877,-77.055692,0.24,144.2,1,4,2.4
2024-03-22T16:37:26Z,26.544855,-77.055682,0.21,152.2,1,4,2.4
2024-03-22T16:37:31Z,26.544842,-77.055678,0.16,130.8,1,5,2.2
2024-03-22T16:37:36Z,26.544830,-77.055677,0.17,143.7,1,5,2.2
2024-03-22T16:37:41Z,26.544807,-77.055667,0.15,121.8,1,5,2.2
2024-03-22T16:37:51Z,26.544807,-77.055672,0.14,118.7,1,5,2.2
2024-03-22T16:37:56Z,26.544793,-77.055667,0.17,142.8,1,5,2.2
2024-03-22T16:38:01Z,26.544787,-77.055667,0.09,152.0,1,5,2.2
2024-03-22T16:38:06Z,26.544783,-77.055667,0.13,251.7,1,5,2.2
2024-03-22T16:38:11Z,26.544773,-77.055667,0.10,156.2,1,5,2.2
2024-03-22T16:38:21Z,26.544758,-77.055655,0.67,327.6,1,5,2.2
2024-03-22T16:38:26Z,26.544742,-77.055638,0.50,337.0,1,5,2.2
2024-03-22T16:38:31Z,26.544733,-77.055632,0.33,137.2,1,5,2.2
2024-03-22T16:38:36Z,26.544722,-77.055627,0.41,338.2,1,5,2.2
2024-03-22T16:38:41Z,26.544703,-77.055617,0.19,114.7,1,5,2.2
2024-03-22T16:38:46Z,26.544687,-77.055610,0.27,138.8,1,5,2.2
2024-03-22T16:38:56Z,26.544657,-77.055600,0.99,146.4,1,5,2.2
2024-03-22T16:39:01Z,26.544640,-77.055592,0.34,72.5,1,5,2.2
2024-03-22T16:39:06Z,26.544603,-77.055590,0.53,175.6,1,5,2.2
2024-03-22T16:39:11Z,26.544595,-77.055598,0.18,167.9,1,5,2.2
2024-03-22T16:39:16Z,26.544593,-77.055600,0.13,72.3,1,5,2.2
2024-03-22T16:39:26Z,26.544567,-77.055595,0.10,148.9,1,5,2.2
2024-03-22T16:39:31Z,26.544535,-77.055593,0.19,148.1,1,5,2.2
2024-03-22T16:39:36Z,26.544525,-77.055600,0.14,109.2,1,5,2.2
2024-03-22T16:39:41Z,26.544515,-77.055593,0.14,96.8,1,5,2.2
2024-03-22T16:39:46Z,26.544508,-77.055587,0.14,81.9,1,5,2.2
2024-03-22T16:39:56Z,26.544497,-77.055575,0.09,115.7,1,5,2.2
2024-03-22T16:40:01Z,26.544605,-77.055612,0.26,2.9,1,6,3.1
2024-03-22T16:40:06Z,26.544665,-77.055645,0.28,327.9,1,6,3.1
2024-03-22T16:40:11Z,26.544700,-77.055655,0.67,0.8,1,6,3.1
2024-03-22T16:40:16Z,26.544735,-77.055650,1.77,14.7,1,6,3.1
2024-03-22T16:40:26Z,26.544755,-77.055645,0.24,32.7,1,6,3.0
2024-03-22T16:40:31Z,26.544718,-77.055652,1.39,198.1,1,5,4.8
2024-03-22T16:40:36Z,26.544673,-77.055670,0.33,153.1,1,6,3.0
2024-03-22T16:40:41Z,26.544652,-77.055682,0.62,58.3,1,5,4.8
2024-03-22T16:40:46Z,26.544643,-77.055682,0.42,192.6,1,6,3.0
2024-03-22T16:40:56Z,26.544598,-77.055717,0.28,59.7,1,5,3.4
2024-03-22T16:41:01Z,26.544635,-77.055692,0.81,16.9,1,6,3.0
2024-03-22T16:41:06Z,26.544643,-77.055702,0.15,286.0,1,6,3.0
2024-03-22T16:41:11Z,26.544650,-77.055728,1.04,197.9,1,6,3.0
2024-03-22T16:41:16Z,26.544677,-77.055713,0.98,30.3,1,6,3.0
2024-03-22T16:41:21Z,26.544700,-77.055692,0.20,181.4,1,6,3.0
2024-03-22T16:41:26Z,26.544703,-77.055682,0.66,184.1,1,6,3.0
2024-03-22T16:41:31Z,26.544677,-77.055683,1.08,169.5,1,7,2.9
2024-03-22T16:41:36Z,26.544658,-77.055677,1.04,191.3,1,7,2.8
2024-03-22T16:41:41Z,26.544628,-77.055660,1.25,167.3,1,7,2.8
2024-03-22T16:41:46Z,26.544615,-77.055653,0.99,167.2,1,7,2.8
2024-03-22T16:41:51Z,26.544608,-77.055657,0.79,154.0,1,7,2.8
2024-03-22T16:42:01Z,26.544620,-77.055652,0.54,181.1,1,7,2.8
2024-03-22T16:42:06Z,26.544642,-77.055652,0.52,15.3,1,7,2.8
