utc,lat,lon,sog_kn,cog_deg,quality,sats,hdop
2024-03-24T10:56:25Z,26.554573,-77.083135,0.33,227.0,0,0,99.0
2024-03-24T10:56:30Z,26.554560,-77.083125,0.29,117.4,1,4,2.2
2024-03-24T10:56:40Z,26.554587,-77.083170,0.31,126.6,1,4,2.2
2024-03-24T10:56:45Z,26.554568,-77.083158,0.47,212.3,1,4,2.2
2024-03-24T10:56:50Z,26.554553,-77.083083,0.30,128.6,1,4,2.2
2024-03-24T10:56:55Z,26.554542,-77.083077,0.49,212.5,1,4,2.2
2024-03-24T10:57:05Z,26.554535,-77.083063,0.24,77.0,1,4,2.2
2024-03-24T10:57:10Z,26.554530,-77.083040,0.12,101.2,1,4,2.2
2024-03-24T10:57:15Z,26.554532,-77.083052,0.34,219.4,1,4,2.2
2024-03-24T10:57:20Z,26.554522,-77.083072,0.49,203.2,1,4,2.2
2024-03-24T10:57:25Z,26.554510,-77.083063,0.71,226.9,1,4,2.2
2024-03-24T10:57:30Z,26.554498,-77.083067,0.25,162.4,1,4,2.2
2024-03-24T10:57:35Z,26.554485,-77.083057,0.20,150.0,1,4,2.2
2024-03-24T10:57:40Z,26.554483,-77.083073,0.25,142.6,1,4,2.2
2024-03-24T10:57:45Z,26.554475,-77.083075,0.23,146.4,1,4,2.2
2024-03-24T10:57:50Z,26.554472,-77.083057,0.28,335.2,1,4,2.2
2024-03-24T10:57:55Z,26.554472,-77.083053,0.13,103.7,1,4,2.2
2024-03-24T10:58:00Z,26.554470,-77.083053,0.25,138.6,1,4,2.2
2024-03-24T10:58:05Z,26.554463,-77.083068,0.18,82.5,1,4,2.2
2024-03-24T10:58:10Z,26.554470,-77.083080,0.43,187.6,1,4,2.2
2024-03-24T10:58:15Z,26.554463,-77.083063,0.31,178.2,1,4,2.2
2024-03-24T10:58:20Z,26.554473,-77.083062,0.27,94.9,1,4,2.2
2024-03-24T10:58:25Z,26.554478,-77.083060,0.32,91.3,1,4,2.2
2024-03-24T10:58:30Z,26.554487,-77.083060,0.14,181.8,1,4,2.2
2024-03-24T10:58:35Z,26.554490,-77.083065,0.15,144.4,1,4,2.2
2024-03-24T10:58:40Z,26.554493,-77.083067,0.17,172.0,1,4,2.2
2024-03-24T10:58:45Z,26.554497,-77.083073,0.24,154.4,1,4,2.2
2024-03-24T10:58:50Z,26.554495,-77.083075,0.30,176.0,1,4,2.2
2024-03-24T10:58:55Z,26.554498,-77.083083,0.19,189.9,1,4,2.2
2024-03-24T10:59:00Z,26.554498,-77.083090,0.38,186.4,1,4,2.2
2024-03-24T10:59:10Z,26.554505,-77.083088,0.59,86.7,1,4,2.2
2024-03-24T10:59:15Z,26.554502,-77.083070,0.25,253.0,1,4,2.2
2024-03-24T10:59:20Z,26.554500,-77.083083,0.57,202.9,1,4,2.2
2024-03-24T10:59:25Z,26.554507,-77.083067,0.19,194.1,1,4,2.2
2024-03-24T10:59:30Z,26.554492,-77.083097,0.24,132.3,1,4,2.2
2024-03-24T10:59:35Z,26.554482,-77.083128,1.23,246.6,1,4,2.2
2024-03-24T10:59:40Z,26.554482,-77.083110,1.22,101.1,1,4,2.2
2024-03-24T10:59:45Z,26.554487,-77.083112,0.32,123.0,1,4,2.2
2024-03-24T10:59:50Z,26.554493,-77.083108,0.11,167.7,1,4,2.2
2024-03-24T11:00:00Z,26.554508,-77.083130,0.04,75.2,1,4,2.2
2024-03-24T11:00:05Z,26.554503,-77.083150,0.44,239.2,1,4,2.2
2024-03-24T11:00:10Z,26.554503,-77.083145,0.32,162.2,1,4,2.2
2024-03-24T11:00:15Z,26.554507,-77.083147,0.14,22.4,1,4,2.2
2024-03-24T11:00:25Z,26.554540,-77.083125,0.82,135.5,1,4,2.2
2024-03-24T11:00:30Z,26.554545,-77.083107,0.79,51.5,1,4,2.2
2024-03-24T11:00:35Z,26.554545,-77.083097,0.47,123.2,1,4,2.2
2024-03-24T11:00:40Z,26.554558,-77.083108,1.03,24.1,1,4,2.2
2024-03-24T11:00:45Z,26.554553,-77.083143,0.45,266.5,1,4,2.2
2024-03-24T11:00:50Z,26.554527,-77.083153,0.37,137.4,1,4,2.2
2024-03-24T11:00:55Z,26.554533,-77.083163,0.37,158.4,1,4,2.2
2024-03-24T11:01:00Z,26.554530,-77.083170,0.24,194.7,1,4,2.2
2024-03-24T11:01:05Z,26.554525,-77.083193,0.31,159.9,1,4,2.2
2024-03-24T11:01:10Z,26.554525,-77.083190,0.39,173.9,1,4,2.2
2024-03-24T11:01:15Z,26.554532,-77.083177,0.41,125.4,1,4,2.2
2024-03-24T11:01:20Z,26.554527,-77.083178,0.30,163.3,1,4,2.2
2024-03-24T11:01:25Z,26.554532,-77.083188,0.27,117.6,1,4,2.2
2024-03-24T11:01:30Z,26.554542,-77.083187,0.31,110.7,1,4,2.2
2024-03-24T11:01:35Z,26.554543,-77.083198,0.16,99.0,1,4,2.2
2024-03-24T11:01:40Z,26.554542,-77.083207,0.36,289.9,1,4,2.2
2024-03-24T11:01:45Z,26.554533,-77.083200,0.27,140.2,1,4,2.2
2024-03-24T11:01:50Z,26.554530,-77.083197,0.39,133.9,1,4,2.2
2024-03-24T11:01:55Z,26.554530,-77.083187,0.34,131.3,1,4,2.2
2024-03-24T11:02:00Z,26.554522,-77.083187,0.53,122.3,1,4,2.2
2024-03-24T11:02:05Z,26.554522,-77.083182,0.33,116.0,1,4,2.2
2024-03-24T11:02:10Z,26.554513,-77.083243,1.37,248.8,1,4,2.2
2024-03-24T11:02:15Z,26.554525,-77.083243,0.38,94.0,1,4,2.2
2024-03-24T11:02:20Z,26.554537,-77.083227,0.33,74.3,1,4,2.2
2024-03-24T11:02:25Z,26.554558,-77.083187,0.73,77.6,1,4,2.2
2024-03-24T11:02:30Z,26.554567,-77.083173,0.40,204.5,1,4,2.2
2024-03-24T11:02:35Z,26.554572,-77.083210,0.30,330.3,1,4,2.2
2024-03-24T11:02:40Z,26.554583,-77.083238,0.30,63.8,1,4,2.2
2024-03-24T11:02:45Z,26.554565,-77.083245,0.11,260.2,1,4,2.2
2024-03-24T11:02:50Z,26.554573,-77.083225,0.19,173.0,1,4,2.2
2024-03-24T11:02:55Z,26.554560,-77.083207,0.23,185.2,1,4,2.2
2024-03-24T11:03:00Z,26.554562,-77.083183,0.50,75.5,1,4,2.2
2024-03-24T11:03:05Z,26.554570,-77.083145,0.70,80.1,1,4,2.2
2024-03-24T11:03:10Z,26.554570,-77.083155,0.13,287.1,1,3,2.7
2024-03-24T11:03:15Z,26.554605,-77.083170,0.54,45.5,1,4,2.2
2024-03-24T11:03:20Z,26.554577,-77.083173,0.74,193.9,1,4,2.2
2024-03-24T11:03:25Z,26.554532,-77.083177,1.54,152.1,1,4,2.2
